City,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hanoi,50.0,4.5,2.5,5.0,6.0,4.0,Have certificate,Basic,5.5
Hanoi,172.0,6.5,3.0,4.0,7.0,7.0,Have certificate,Full,8.6
Ho Chi Minh City,62.0,,,1.0,3.0,,Have certificate,,2.75
Ho Chi Minh City,50.0,,,1.0,,,Have certificate,,4.3
Ho Chi Minh City,60.0,,,3.0,,,Have certificate,,5.5
Ho Chi Minh City,52.0,6.0,6.0,4.0,4.0,4.0,Have certificate,Basic,6.7
Ho Chi Minh City,55.0,,,4.0,5.0,5.0,Have certificate,,7.8
Ho Chi Minh City,54.0,4.5,,2.0,,,Have certificate,,5.3
Ho Chi Minh City,60.0,,,4.0,,,Have certificate,Full,7.45
Ho Chi Minh City,60.0,4.5,,2.0,,,Have certificate,,4.3
Ho Chi Minh City,96.3,5.7,,2.0,2.0,2.0,Have certificate,,5.3
Ho Chi Minh City,32.0,8.0,,3.0,,,Have certificate,,3.75
Ho Chi Minh City,105.0,7.5,,,,,Have certificate,,9.0
Ho Chi Minh City,52.0,4.0,5.0,3.0,4.0,4.0,Have certificate,Basic,5.05
Ho Chi Minh City,18.0,3.0,,2.0,,,Have certificate,,2.95
Ho Chi Minh City,40.8,4.0,8.0,2.0,2.0,2.0,Have certificate,Full,3.5
Others,86.0,4.9,3.0,3.0,3.0,2.0,Have certificate,,2.68
Ho Chi Minh City,123.0,5.0,,,,,Have certificate,,9.8
Ho Chi Minh City,83.0,4.2,5.0,5.0,7.0,7.0,Have certificate,,8.5
Hanoi,48.0,4.5,3.0,4.0,3.0,3.0,Have certificate,Full,4.55
Others,109.0,,5.5,3.0,4.0,4.0,Have certificate,Basic,3.6
Hanoi,50.0,4.5,,6.0,3.0,5.0,Have certificate,,9.45
Hanoi,46.0,,,3.0,,,Have certificate,Basic,2.8
Ho Chi Minh City,72.0,4.0,7.0,3.0,4.0,5.0,Have certificate,Basic,5.95
Ho Chi Minh City,45.0,,,3.0,3.0,2.0,Have certificate,Full,6.25
Ho Chi Minh City,48.0,,,5.0,3.0,4.0,Have certificate,Full,7.3
Ho Chi Minh City,29.0,,,,3.0,3.0,Have certificate,Basic,3.15
Others,100.1,5.0,35.0,3.0,3.0,3.0,Have certificate,Full,7.9
Others,75.0,5.0,5.0,3.0,4.0,4.0,Have certificate,Full,4.0
Others,43.0,,,4.0,4.0,5.0,Have certificate,Full,7.0
Ho Chi Minh City,90.0,4.5,,3.0,5.0,5.0,Have certificate,,5.8
Ho Chi Minh City,20.0,,,3.0,2.0,3.0,Have certificate,,5.7
Others,85.5,,7.5,3.0,3.0,4.0,Have certificate,Full,6.35
Others,100.0,5.0,10.5,4.0,4.0,5.0,Have certificate,,9.0
Hanoi,30.0,,,5.0,3.0,3.0,Have certificate,Full,5.4
Ho Chi Minh City,50.0,4.7,6.0,2.0,2.0,2.0,Have certificate,,5.5
Others,60.0,5.0,6.0,2.0,2.0,2.0,Have certificate,Full,2.95
Hanoi,30.0,,,5.0,3.0,,Have certificate,Full,5.45
Others,100.0,6.0,7.5,3.0,3.0,4.0,Have certificate,Full,4.0
Ho Chi Minh City,39.0,,,3.0,3.0,3.0,Have certificate,Full,7.4
Others,100.0,,,3.0,4.0,4.0,,,3.2
Others,85.3,5.0,10.0,3.0,3.0,2.0,Have certificate,Basic,4.89
Hanoi,38.0,,,4.0,4.0,3.0,Have certificate,,5.8
Others,150.0,,,,3.0,2.0,Have certificate,,3.2
Others,240.0,,,3.0,4.0,5.0,,,7.2
Hanoi,34.0,,,5.0,3.0,,,Full,5.0
Hanoi,52.0,4.7,5.0,4.0,4.0,3.0,Have certificate,Full,6.2
Hanoi,62.0,,,5.0,4.0,3.0,Have certificate,,6.88
Others,44.0,4.55,,4.0,4.0,3.0,,,8.5
Ho Chi Minh City,50.0,,7.0,2.0,3.0,2.0,Have certificate,,3.65
Ho Chi Minh City,62.0,,10.0,5.0,4.0,5.0,Have certificate,Full,6.5
Hanoi,42.0,,,4.0,4.0,4.0,Have certificate,,5.68
Ho Chi Minh City,72.0,4.0,8.0,3.0,4.0,3.0,Have certificate,Basic,5.99
Ho Chi Minh City,40.0,,,4.0,4.0,3.0,Have certificate,Full,4.49
Hanoi,35.0,3.6,,5.0,,,Have certificate,,4.0
Hanoi,35.0,4.5,,5.0,3.0,,,,7.45
Ho Chi Minh City,45.0,3.0,,3.0,4.0,4.0,Have certificate,,7.2
Hanoi,53.0,3.5,2.0,5.0,7.0,4.0,Have certificate,Full,7.0
Ho Chi Minh City,60.0,,,4.0,4.0,4.0,Have certificate,,6.7
Hanoi,35.0,4.0,,3.0,,,Have certificate,Basic,4.2
Others,34.5,,3.0,2.0,3.0,2.0,Have certificate,Basic,1.9
Hanoi,34.0,,,5.0,3.0,4.0,Have certificate,Full,5.7
Ho Chi Minh City,60.0,,,4.0,4.0,5.0,,,8.5
Ho Chi Minh City,64.0,4.1,4.5,4.0,4.0,4.0,Have certificate,Full,8.49
Ho Chi Minh City,79.0,4.5,5.0,1.0,2.0,1.0,Have certificate,,4.75
Hanoi,35.0,,,6.0,3.0,,Have certificate,Full,6.6
Hanoi,50.0,4.0,,5.0,4.0,3.0,Have certificate,,6.7
Hanoi,40.0,,,4.0,3.0,4.0,,,5.5
Ho Chi Minh City,50.0,,,2.0,2.0,2.0,Have certificate,Basic,3.0
Others,48.0,8.0,6.0,2.0,4.0,4.0,,,1.9
Hanoi,41.0,,3.0,6.0,3.0,,Have certificate,Full,8.7
Hanoi,40.0,5.0,,3.0,3.0,,Have certificate,Full,5.35
Hanoi,28.0,,3.0,6.0,,,Have certificate,,7.5
Ho Chi Minh City,40.0,3.6,4.0,5.0,5.0,4.0,Have certificate,,6.95
Hanoi,35.0,,,5.0,,,Have certificate,,6.0
Ho Chi Minh City,50.0,,,,,,Have certificate,,3.6
Ho Chi Minh City,50.0,4.5,12.0,3.0,4.0,6.0,Have certificate,Full,6.29
Ho Chi Minh City,57.0,,,4.0,4.0,5.0,Have certificate,Full,5.85
Ho Chi Minh City,56.0,4.0,10.0,4.0,4.0,5.0,Have certificate,Full,5.85
Ho Chi Minh City,420.0,,,,,,,,5.2
Hanoi,36.0,3.6,,,,,Have certificate,,8.1
Hanoi,30.0,,,4.0,3.0,3.0,Have certificate,Basic,2.25
Ho Chi Minh City,60.0,5.0,5.0,2.0,2.0,3.0,,,5.4
Ho Chi Minh City,100.0,,12.0,3.0,4.0,4.0,Have certificate,Basic,10.0
Ho Chi Minh City,31.5,,,4.0,3.0,3.0,Have certificate,Full,3.9
Others,42.7,,,,2.0,2.0,,Full,3.08
Hanoi,18.0,,,5.0,4.0,4.0,Have certificate,Basic,3.3
Hanoi,70.0,3.3,2.0,3.0,4.0,3.0,Have certificate,,7.8
Ho Chi Minh City,120.0,6.45,,,,,Have certificate,,8.5
Ho Chi Minh City,63.5,,,4.0,4.0,4.0,,,5.25
Others,477.6,6.0,,1.0,2.0,1.0,Have certificate,,2.2
Others,34.5,7.5,4.0,2.0,3.0,2.0,Have certificate,Full,2.55
Ho Chi Minh City,48.0,,,3.0,,,,,6.0
Hanoi,53.0,5.0,,4.0,5.0,6.0,Have certificate,,7.6
Others,119.0,4.14,2.5,3.0,4.0,3.0,Have certificate,,4.8
Hanoi,40.0,4.0,5.0,4.0,2.0,2.0,Have certificate,,5.0
Hanoi,33.0,,,,3.0,,Have certificate,,3.98
Hanoi,52.0,,,4.0,6.0,3.0,Have certificate,Full,7.5
Hanoi,50.0,,5.0,5.0,4.0,4.0,Have certificate,,8.0
Others,95.0,5.0,,4.0,,,,,9.5
Ho Chi Minh City,35.0,5.0,4.0,3.0,3.0,3.0,Have certificate,Basic,4.3
Ho Chi Minh City,50.0,,,4.0,4.0,3.0,Have certificate,,6.35
Ho Chi Minh City,68.5,5.5,12.0,5.0,4.0,5.0,Have certificate,Full,7.1
Others,44.4,3.5,,3.0,3.0,3.0,,,4.65
Ho Chi Minh City,60.0,4.0,7.0,4.0,4.0,4.0,Have certificate,Full,7.8
Hanoi,50.0,4.0,4.0,7.0,5.0,6.0,Have certificate,Basic,8.45
Ho Chi Minh City,64.0,13.0,8.0,5.0,4.0,5.0,Have certificate,Basic,6.4
Ho Chi Minh City,54.2,3.6,12.0,1.0,2.0,2.0,Have certificate,Basic,7.58
Ho Chi Minh City,80.0,4.0,,,,,Have certificate,Full,9.3
Others,85.0,5.0,12.0,2.0,3.0,4.0,Have certificate,Basic,3.9
Hanoi,35.0,4.0,,6.0,5.0,5.0,Have certificate,Basic,7.55
Ho Chi Minh City,30.0,,3.0,3.0,2.0,2.0,Have certificate,Full,5.7
Ho Chi Minh City,32.0,9.0,4.0,3.0,3.0,3.0,Have certificate,Full,4.68
Hanoi,63.0,4.5,,5.0,5.0,5.0,Have certificate,Full,8.9
Hanoi,56.0,,,4.0,6.0,7.0,Have certificate,Full,7.5
Hanoi,30.0,,,1.0,4.0,,Have certificate,,6.15
Ho Chi Minh City,64.0,4.0,6.0,2.0,2.0,3.0,Have certificate,,4.8
Hanoi,40.0,,,4.0,3.0,3.0,Have certificate,Basic,3.5
Others,169.7,9.5,12.0,2.0,3.0,3.0,Have certificate,Basic,7.0
Hanoi,38.0,3.5,2.5,6.0,4.0,4.0,Have certificate,Basic,8.35
Ho Chi Minh City,48.0,3.4,5.0,5.0,9.0,9.0,,,8.9
Ho Chi Minh City,40.0,,,4.0,4.0,4.0,Have certificate,Full,7.5
Ho Chi Minh City,66.0,,,2.0,,,Have certificate,Full,6.25
Ho Chi Minh City,39.0,,,4.0,3.0,3.0,Have certificate,Basic,3.8
Ho Chi Minh City,51.0,,,5.0,6.0,7.0,Have certificate,,8.2
Ho Chi Minh City,52.0,8.0,8.0,4.0,6.0,6.0,Have certificate,Full,7.2
Hanoi,20.0,3.3,,4.0,3.0,2.0,Have certificate,,3.35
Ho Chi Minh City,86.0,,10.0,3.0,4.0,5.0,Have certificate,Full,8.9
Ho Chi Minh City,63.0,4.0,5.0,4.0,4.0,5.0,Have certificate,Basic,8.5
Hanoi,43.0,,,4.0,4.0,3.0,Have certificate,,4.2
Ho Chi Minh City,70.0,4.0,6.0,,2.0,,Have certificate,,3.95
Ho Chi Minh City,40.0,,8.0,3.0,3.0,3.0,Have certificate,Full,8.2
Others,120.0,6.0,14.0,3.0,3.0,2.0,Sale contract,,6.1
Ho Chi Minh City,85.0,,,3.0,6.0,9.0,Have certificate,,6.8
Others,40.0,,,2.0,3.0,3.0,Have certificate,,1.6
Others,79.8,5.7,,3.0,4.0,5.0,,Full,6.8
Others,175.0,12.5,,,3.0,,Have certificate,,8.5
Others,175.0,12.5,,2.0,,,Have certificate,,8.5
Ho Chi Minh City,62.0,3.5,3.5,1.0,2.0,2.0,Have certificate,Full,6.5
Others,105.0,7.45,,4.0,,,Have certificate,,9.6
Ho Chi Minh City,26.0,3.2,,2.0,2.0,,Have certificate,Full,3.4
Others,79.8,5.7,,3.0,,,,,5.3
Ho Chi Minh City,77.0,3.5,3.5,3.0,2.0,3.0,Have certificate,,5.0
Hanoi,40.0,3.7,3.0,5.0,3.0,4.0,Have certificate,Full,7.86
Hanoi,48.0,,12.0,,,,Have certificate,,8.0
Others,79.8,5.7,,3.0,3.0,3.0,Have certificate,,5.5
Hanoi,28.0,,,,3.0,3.0,Have certificate,Full,3.05
Others,210.0,10.0,,,3.0,,,,9.9
Ho Chi Minh City,40.0,,,,2.0,,Have certificate,Basic,1.85
Ho Chi Minh City,138.0,8.0,,,2.0,3.0,Have certificate,,3.8
Ho Chi Minh City,96.0,5.0,6.0,2.0,3.0,3.0,Have certificate,Basic,3.9
Ho Chi Minh City,83.0,4.0,7.0,2.0,3.0,2.0,Have certificate,,7.2
Hanoi,40.0,,,6.0,,,,,9.25
Others,87.5,5.0,,3.0,4.0,4.0,Have certificate,Full,6.2
Others,62.0,6.7,6.0,2.0,2.0,2.0,Have certificate,,3.5
Ho Chi Minh City,60.0,4.0,10.0,4.0,,,Have certificate,Full,8.5
Others,95.5,5.0,15.0,3.0,3.0,5.0,Have certificate,,9.5
Ho Chi Minh City,40.0,3.5,5.0,5.0,5.0,5.0,Have certificate,Full,5.65
Others,75.0,5.0,5.0,2.0,3.0,2.0,Have certificate,,3.65
Hanoi,40.0,4.8,,1.0,,,,Full,4.8
Others,93.5,5.11,,2.0,3.0,2.0,Have certificate,Basic,3.35
Ho Chi Minh City,44.0,5.0,5.0,2.0,2.0,2.0,Have certificate,Basic,2.35
Hanoi,10.0,,2.5,4.0,2.0,1.0,Have certificate,Basic,1.39
Others,50.0,,,,,,,,3.05
Others,60.0,,,,,,,,3.8
Hanoi,45.0,3.5,2.0,5.0,3.0,4.0,Have certificate,Full,5.95
Others,72.0,,,3.0,,,,,4.55
Ho Chi Minh City,57.0,4.0,4.0,4.0,5.0,5.0,Have certificate,Basic,9.9
Others,95.0,,,3.0,,,,,4.45
Ho Chi Minh City,60.0,,5.0,4.0,4.0,5.0,Have certificate,Full,7.9
Others,51.1,,,,,,,,3.6
Others,72.0,,,3.0,4.0,4.0,Have certificate,Full,4.8
Others,44.0,3.5,4.0,3.0,3.0,3.0,Have certificate,Full,2.7
Others,72.0,,,3.0,4.0,4.0,Have certificate,,4.8
Others,42.0,,,,,,,,4.5
Ho Chi Minh City,65.0,,,5.0,5.0,6.0,Have certificate,Full,8.25
Ho Chi Minh City,57.0,,,4.0,5.0,5.0,Have certificate,Full,8.9
Hanoi,43.0,8.8,,3.0,,,,,7.4
Hanoi,34.0,,,5.0,3.0,4.0,Have certificate,Full,5.38
Others,275.0,5.5,5.0,1.0,3.0,2.0,Have certificate,,2.95
Others,71.0,4.0,12.0,3.0,3.0,3.0,Have certificate,,3.95
Ho Chi Minh City,72.0,4.0,8.0,2.0,3.0,2.0,Have certificate,Full,5.6
Ho Chi Minh City,90.0,5.0,10.0,4.0,5.0,5.0,Have certificate,Full,9.85
Ho Chi Minh City,75.0,,,4.0,5.0,5.0,Have certificate,,4.75
Ho Chi Minh City,51.0,,5.1,2.0,3.0,3.0,Have certificate,,5.45
Ho Chi Minh City,72.0,4.0,4.0,2.0,3.0,2.0,Have certificate,Full,3.8
Ho Chi Minh City,20.4,3.4,,3.0,2.0,2.0,Have certificate,Basic,2.7
Ho Chi Minh City,126.0,4.0,7.0,1.0,7.0,7.0,Have certificate,Full,4.99
Ho Chi Minh City,96.0,4.0,10.0,3.0,4.0,3.0,Have certificate,Full,8.5
Ho Chi Minh City,70.0,5.0,4.0,2.0,3.0,2.0,Have certificate,Full,4.0
Others,100.0,5.0,6.0,2.0,3.0,3.0,Have certificate,,3.85
Ho Chi Minh City,45.0,,,5.0,9.0,5.0,Have certificate,Basic,7.45
Hanoi,52.0,,3.0,5.0,3.0,4.0,Have certificate,Full,7.2
Ho Chi Minh City,70.0,4.0,10.0,2.0,3.0,2.0,Have certificate,Basic,5.9
Ho Chi Minh City,36.0,,,2.0,1.0,1.0,Have certificate,,2.5
Hanoi,55.0,7.0,,5.0,5.0,5.0,Have certificate,Full,9.3
Ho Chi Minh City,60.0,6.0,,2.0,3.0,2.0,Have certificate,,4.5
Ho Chi Minh City,60.0,4.0,3.0,2.0,2.0,2.0,Have certificate,Full,3.1
Ho Chi Minh City,50.0,,,3.0,2.0,3.0,Have certificate,,5.3
Ho Chi Minh City,56.0,4.0,3.0,2.0,3.0,2.0,Have certificate,Full,3.45
Ho Chi Minh City,52.7,3.6,5.0,2.0,3.0,2.0,Have certificate,Basic,3.45
Hanoi,55.0,4.4,5.0,4.0,6.0,4.0,Have certificate,Basic,9.5
Others,160.0,,,3.0,4.0,4.0,Sale contract,,9.5
Hanoi,45.0,4.0,5.0,5.0,4.0,4.0,Have certificate,Full,8.7
Ho Chi Minh City,71.0,4.0,8.0,2.0,3.0,2.0,Have certificate,Full,5.6
Ho Chi Minh City,40.0,4.0,5.0,4.0,6.0,3.0,Have certificate,Basic,5.55
Hanoi,37.0,,,3.0,2.0,,Have certificate,Basic,7.2
Ho Chi Minh City,64.0,4.0,10.0,3.0,4.0,3.0,Have certificate,,4.7
Others,70.0,3.5,,3.0,4.0,3.0,Have certificate,Basic,5.0
Hanoi,37.0,7.5,,3.0,2.0,,Have certificate,Full,5.5
Others,36.0,3.5,2.5,2.0,3.0,2.0,Have certificate,,1.98
Ho Chi Minh City,72.0,4.0,6.0,3.0,,,Have certificate,,8.7
Others,75.0,5.0,13.0,5.0,,,Have certificate,,9.8
Others,91.0,6.5,,5.0,,,Have certificate,,9.7
Others,78.0,6.0,13.0,5.0,,,Sale contract,,9.68
Others,238.9,7.0,7.0,1.0,1.0,1.0,Have certificate,Basic,1.9
Hanoi,33.0,,2.0,4.0,4.0,3.0,Have certificate,,4.1
Ho Chi Minh City,100.8,7.0,8.0,,1.0,1.0,Have certificate,Basic,8.5
Ho Chi Minh City,51.0,,,2.0,4.0,3.0,Have certificate,Basic,4.19
Hanoi,115.0,13.5,6.5,3.0,4.0,3.0,Have certificate,Basic,3.95
Hanoi,44.0,,,,,,Have certificate,Basic,8.2
Others,162.0,9.0,14.0,3.0,4.0,4.0,Sale contract,,8.35
Ho Chi Minh City,31.28,,,,3.0,2.0,,Basic,1.6
Others,61.0,,12.0,3.0,3.0,3.0,Have certificate,Full,3.0
Ho Chi Minh City,84.0,,8.0,2.0,2.0,,,Full,8.4
Others,80.0,4.7,5.0,2.0,3.0,3.0,Have certificate,Basic,2.75
Others,70.0,7.0,7.0,1.0,2.0,2.0,Have certificate,Basic,2.3
Others,80.0,3.0,3.0,,,,Have certificate,Basic,1.7
Ho Chi Minh City,44.0,4.0,11.0,3.0,3.0,2.0,Have certificate,Basic,4.59
Ho Chi Minh City,168.0,5.27,7.0,1.0,1.0,1.0,Have certificate,Full,9.5
Others,60.0,,6.0,2.0,2.0,2.0,Have certificate,Basic,2.35
Others,89.0,7.0,7.0,3.0,4.0,3.0,Have certificate,Basic,2.7
Others,89.0,,5.0,2.0,3.0,2.0,Have certificate,Basic,2.7
Hanoi,50.0,,,4.0,4.0,5.0,Have certificate,,5.85
Ho Chi Minh City,120.0,5.0,12.0,1.0,5.0,5.0,Have certificate,Full,8.2
Others,48.9,4.1,10.0,4.0,4.0,3.0,Have certificate,Basic,3.25
Hanoi,30.0,,,6.0,,,Have certificate,,7.5
Ho Chi Minh City,57.0,6.0,6.0,3.0,4.0,5.0,Have certificate,Full,7.5
Hanoi,47.0,4.0,,5.0,,,Have certificate,,7.6
Others,100.0,,,2.0,4.0,3.0,Have certificate,Basic,3.6
Ho Chi Minh City,68.0,,,1.0,2.0,1.0,Have certificate,,6.7
Hanoi,35.0,3.8,,5.0,,,Have certificate,Full,7.3
Others,105.0,5.0,6.0,2.0,3.0,3.0,Have certificate,Full,3.95
Hanoi,40.0,,,5.0,,,Have certificate,,9.0
Hanoi,40.0,,7.0,3.0,,,Have certificate,,6.7
Others,170.0,,,,,,Have certificate,,5.86
Others,153.0,8.3,5.0,1.0,2.0,2.0,Have certificate,Basic,3.9
Hanoi,23.0,3.0,,5.0,3.0,4.0,Have certificate,Full,3.7
Ho Chi Minh City,76.0,6.2,30.0,1.0,2.0,1.0,Have certificate,,6.9
Others,80.0,5.0,67.0,5.0,5.0,6.0,Sale contract,,4.79
Hanoi,32.0,4.2,,4.0,4.0,3.0,Have certificate,,3.5
Hanoi,39.0,4.2,,6.0,,,Have certificate,Full,9.0
Ho Chi Minh City,53.0,4.57,3.0,2.0,2.0,2.0,Have certificate,Full,4.35
Ho Chi Minh City,32.0,5.0,3.0,4.0,3.0,3.0,Have certificate,Full,3.9
Hanoi,30.4,4.0,,6.0,8.0,,,,6.0
Hanoi,30.0,4.0,2.0,2.0,2.0,2.0,Have certificate,Full,4.85
Ho Chi Minh City,40.0,,,2.0,2.0,2.0,Have certificate,,3.68
Others,63.0,4.5,,2.0,,,,,1.6
Hanoi,139.0,5.0,,2.0,4.0,2.0,Have certificate,Full,8.1
Ho Chi Minh City,16.1,,,2.0,,,Have certificate,,2.95
Ho Chi Minh City,50.0,,5.0,2.0,3.0,3.0,Have certificate,Full,2.0
Hanoi,41.0,,,5.0,4.0,4.0,,,6.95
Ho Chi Minh City,95.0,5.0,6.0,2.0,3.0,2.0,,,7.7
Ho Chi Minh City,80.0,4.0,12.0,,,,Have certificate,,8.5
Ho Chi Minh City,51.0,5.0,5.0,3.0,3.0,3.0,Have certificate,,5.45
Others,70.0,5.0,6.0,2.0,2.0,2.0,Have certificate,Basic,1.2
Ho Chi Minh City,56.0,4.0,8.0,2.0,3.0,2.0,Have certificate,Basic,4.95
Ho Chi Minh City,24.8,3.5,,3.0,2.0,2.0,Have certificate,,2.63
Ho Chi Minh City,31.0,,6.0,2.0,2.0,2.0,Have certificate,Full,1.63
Others,209.0,,,,,,,,10.0
Ho Chi Minh City,40.0,,8.0,2.0,3.0,3.0,Have certificate,Basic,4.9
Ho Chi Minh City,32.0,,8.0,2.0,4.0,3.0,Have certificate,Full,2.5
Ho Chi Minh City,90.0,4.8,5.0,1.0,4.0,4.0,Have certificate,Full,5.9
Hanoi,33.0,3.0,5.0,5.0,3.0,4.0,Have certificate,Full,8.2
Ho Chi Minh City,54.0,4.5,5.0,5.0,3.0,4.0,Have certificate,,8.7
Ho Chi Minh City,30.0,,,3.0,3.0,4.0,Have certificate,Basic,7.15
Ho Chi Minh City,98.0,8.0,6.0,,6.0,2.0,Have certificate,Full,4.0
Ho Chi Minh City,56.0,4.0,,2.0,2.0,3.0,Have certificate,Basic,4.3
Ho Chi Minh City,52.0,4.0,5.0,3.0,3.0,4.0,Have certificate,Full,2.09
Hanoi,24.0,42.0,3.0,4.0,3.0,3.0,Have certificate,Full,4.8
Others,52.0,,,2.0,3.0,2.0,,,2.49
Hanoi,72.5,5.18,10.0,3.0,4.0,2.0,Have certificate,Basic,7.3
Hanoi,38.0,4.0,5.0,5.0,3.0,4.0,Have certificate,Full,5.5
Ho Chi Minh City,39.0,,,3.0,3.0,4.0,Have certificate,Basic,8.6
Hanoi,30.0,,,5.0,3.0,,Have certificate,,6.4
Others,125.0,,10.5,2.0,6.0,5.0,Have certificate,,4.65
Ho Chi Minh City,52.0,5.0,,4.0,4.0,4.0,Have certificate,Basic,6.4
Hanoi,33.0,,,3.0,3.0,3.0,Have certificate,Basic,2.13
Others,66.0,4.0,3.5,2.0,3.0,2.0,Have certificate,,4.0
Others,113.5,,,3.0,3.0,4.0,Have certificate,Full,7.5
Others,100.0,,,3.0,3.0,3.0,Have certificate,,6.5
Others,130.0,8.8,,3.0,2.0,,Sale contract,,3.99
Hanoi,35.0,5.3,,4.0,2.0,3.0,Have certificate,Basic,8.5
Others,64.0,4.0,13.0,3.0,3.0,4.0,Have certificate,Basic,7.5
Others,60.0,,13.0,2.0,3.0,3.0,Have certificate,,2.86
Ho Chi Minh City,60.0,,15.0,4.0,4.0,4.0,,Full,5.8
Ho Chi Minh City,106.0,4.0,12.0,,3.0,2.0,,Full,8.3
Ho Chi Minh City,95.0,,,1.0,3.0,2.0,Have certificate,Basic,5.9
Hanoi,45.0,6.0,2.0,4.0,3.0,3.0,Have certificate,Full,5.3
Others,180.0,9.0,15.0,3.0,4.0,4.0,Have certificate,,9.7
Others,120.0,6.0,15.0,3.0,4.0,4.0,Have certificate,,6.7
Hanoi,60.0,,,,4.0,,Have certificate,,10.0
Ho Chi Minh City,95.0,,,,2.0,2.0,Sale contract,,6.8
Ho Chi Minh City,50.0,,10.0,4.0,4.0,5.0,Have certificate,Full,8.9
Hanoi,80.0,6.0,13.0,4.0,5.0,,Have certificate,,7.52
Others,91.0,6.5,13.0,,,,Sale contract,,9.1
Ho Chi Minh City,48.0,,,2.0,3.0,,Have certificate,Full,6.5
Ho Chi Minh City,110.0,5.3,12.0,,,,Have certificate,,8.6
Ho Chi Minh City,45.1,4.0,4.0,3.0,6.0,6.0,Have certificate,Full,5.48
Ho Chi Minh City,75.0,,6.0,4.0,5.0,4.0,,,8.4
Ho Chi Minh City,106.0,6.02,,4.0,8.0,7.0,,,8.15
Hanoi,38.0,,,3.0,3.0,3.0,Have certificate,Basic,1.95
Others,60.0,,,3.0,4.0,5.0,Have certificate,Full,3.7
Hanoi,45.0,7.1,,3.0,,,Have certificate,,6.2
Others,64.0,,,,,,Have certificate,,2.0
Others,105.0,,,3.0,4.0,4.0,Have certificate,,4.3
Ho Chi Minh City,37.0,5.0,5.0,4.0,4.0,3.0,Have certificate,Full,4.65
Ho Chi Minh City,137.5,,,1.0,1.0,1.0,Have certificate,Basic,3.5
Ho Chi Minh City,40.0,4.0,16.0,1.0,,,Have certificate,,2.9
Ho Chi Minh City,36.0,4.0,4.0,3.0,3.0,3.0,Have certificate,Full,4.95
Others,100.0,5.0,25.0,3.0,3.0,3.0,Sale contract,,3.0
Ho Chi Minh City,127.0,,,,,,Have certificate,Basic,6.4
Ho Chi Minh City,47.0,5.0,5.0,2.0,3.0,3.0,Have certificate,Full,4.98
Ho Chi Minh City,200.0,,,,,,,,9.9
Others,177.0,5.0,8.0,2.0,5.0,5.0,Have certificate,Basic,2.95
Ho Chi Minh City,76.0,4.0,9.0,2.0,4.0,4.0,,,8.0
Ho Chi Minh City,48.0,4.0,6.0,4.0,4.0,5.0,Have certificate,,7.0
Others,82.8,7.0,14.0,3.0,3.0,3.0,Have certificate,,8.2
Hanoi,45.0,,4.0,4.0,4.0,4.0,Have certificate,Full,4.1
Others,300.0,10.0,8.0,1.0,8.0,8.0,Have certificate,Basic,4.1
Hanoi,30.0,3.9,3.0,4.0,3.0,3.0,Have certificate,Full,4.75
Others,52.0,4.0,,5.0,,,Have certificate,,6.4
Hanoi,43.0,,3.5,6.0,3.0,3.0,Have certificate,Full,6.95
Others,109.0,,5.5,3.0,4.0,4.0,Have certificate,Full,3.6
Hanoi,56.0,6.0,30.0,1.0,1.0,1.0,Have certificate,Basic,7.0
Ho Chi Minh City,33.9,4.0,5.0,4.0,5.0,5.0,Have certificate,Basic,7.5
Others,43.0,,,3.0,,,Have certificate,,3.15
Hanoi,55.0,45.0,8.0,5.0,3.0,3.0,Have certificate,Full,6.6
Others,75.0,5.0,6.0,4.0,5.0,5.0,Have certificate,,9.5
Others,100.0,5.0,5.5,,,,Have certificate,,3.5
Hanoi,24.0,,,5.0,4.0,4.0,Have certificate,Basic,5.95
Hanoi,33.0,3.0,,5.0,3.0,4.0,Have certificate,,4.48
Ho Chi Minh City,68.0,4.3,,4.0,3.0,3.0,Have certificate,Full,9.9
Others,360.0,,,1.0,2.0,,,Full,7.9
Others,100.0,5.0,5.0,2.0,4.0,2.0,Have certificate,Full,1.98
Ho Chi Minh City,65.0,4.2,7.0,4.0,4.0,4.0,Have certificate,Full,7.55
Hanoi,35.0,,,5.0,4.0,4.0,Have certificate,Full,4.45
Hanoi,40.0,,,4.0,4.0,4.0,Have certificate,Full,7.1
Hanoi,52.0,4.0,2.5,1.0,2.0,2.0,Have certificate,,2.45
Ho Chi Minh City,64.0,4.0,,4.0,4.0,4.0,Have certificate,Full,7.2
Ho Chi Minh City,85.0,4.2,5.0,4.0,4.0,4.0,Have certificate,Full,7.8
Others,300.0,9.8,10.0,,,,Have certificate,,8.9
Others,290.0,11.6,8.0,2.0,4.0,2.0,Have certificate,,3.0
Others,126.0,7.0,,3.0,3.0,3.0,Sale contract,,7.0
Hanoi,30.0,4.0,8.0,1.0,1.0,1.0,Have certificate,Basic,4.25
Others,50.0,4.2,10.0,4.0,4.0,3.0,Have certificate,,3.2
Hanoi,60.0,4.6,3.5,1.0,1.0,1.0,Have certificate,,3.8
Ho Chi Minh City,45.7,3.2,,4.0,4.0,3.0,Have certificate,,5.8
Others,100.0,5.0,17.0,2.0,2.0,2.0,Have certificate,,1.4
